CIDR,ASN,Hits
135.129.15.0/24,14593,1508
135.129.16.0/24,14593,1512
135.129.17.0/24,14593,1511
135.129.18.0/24,14593,1435
135.129.19.0/24,14593,1462
135.129.2.0/24,14593,2714
135.129.20.0/24,14593,1511
135.129.21.0/24,14593,1512
135.129.22.0/24,14593,1510
135.129.23.0/24,14593,1512
135.129.24.0/24,14593,1514
135.129.240.0/24,14593,1398
135.129.244.0/24,14593,1431
135.129.248.0/24,14593,1400
135.129.249.0/24,14593,1400
135.129.25.0/24,14593,1508
135.129.250.0/24,14593,1411
135.129.251.0/24,14593,1411
135.129.252.0/24,14593,1428
135.129.253.0/24,14593,1431
135.129.254.0/24,14593,1411
135.129.26.0/24,14593,1510
135.129.27.0/24,14593,1513
135.129.28.0/24,14593,1512
135.129.29.0/24,14593,2709
135.129.3.0/24,14593,1514
135.129.30.0/24,14593,2719
135.129.31.0/24,14593,1466
135.129.32.0/24,14593,1512
135.129.33.0/24,14593,2714
135.129.34.0/24,14593,1514
135.129.36.0/24,14593,1547
135.129.37.0/24,14593,1559
135.129.38.0/24,14593,1547
135.129.39.0/24,14593,2436
135.129.4.0/24,14593,2708
135.129.40.0/24,14593,1509
135.129.41.0/24,14593,1514
135.129.42.0/24,14593,1540
135.129.43.0/24,14593,2714
135.129.44.0/24,14593,1465
135.129.45.0/24,14593,2720
135.129.46.0/24,14593,1514
135.129.47.0/24,14593,2714
135.129.48.0/24,14593,1559
135.129.49.0/24,14593,1540
135.129.5.0/24,14593,2709
135.129.50.0/24,14593,1546
135.129.51.0/24,14593,1462
135.129.52.0/24,14593,2436
135.129.53.0/24,14593,1473
135.129.54.0/24,14593,1443
135.129.55.0/24,14593,1443
135.129.56.0/24,14593,1450
135.129.57.0/24,14593,1509
135.129.58.0/24,14593,1514
135.129.59.0/24,14593,1435
135.129.6.0/24,14593,1510
135.129.60.0/24,14593,1560
135.129.61.0/24,14593,1511
135.129.62.0/24,14593,1512
135.129.63.0/24,14593,1512
135.129.7.0/24,14593,1443
135.129.8.0/24,14593,1560
135.129.9.0/24,14593,1546
137.83.112.0/24,14593,1509
137.83.113.0/24,14593,1552
137.83.114.0/24,14593,2710
137.83.116.0/24,14593,1435
137.83.117.0/24,14593,1473
137.83.118.0/24,14593,1420
137.83.121.0/24,14593,2437
137.83.122.0/24,14593,2439
137.83.123.0/24,14593,1523
137.83.124.0/24,14593,1523
137.83.125.0/24,14593,1812
137.83.126.0/24,14593,1754
138.84.32.0/22,14593,1456
138.84.36.0/24,14593,1396
138.84.37.0/24,14593,1457
138.84.38.0/23,14593,1465
138.84.40.0/23,14593,1461
138.84.42.0/24,14593,1444
138.84.43.0/24,14593,1465
138.84.44.0/23,14593,1457
138.84.46.0/24,14593,1461
138.84.47.0/24,14593,1457
138.84.48.0/23,14593,1461
138.84.50.0/24,14593,1465
138.84.51.0/24,14593,1446
138.84.52.0/24,14593,1456
138.84.53.0/24,14593,1461
138.84.54.0/23,14593,1457
138.84.56.0/24,14593,1457
138.84.57.0/24,14593,1397
138.84.58.0/24,14593,1445
138.84.59.0/24,14593,1456
138.84.60.0/24,14593,1457
138.84.61.0/24,14593,1402
138.84.62.0/23,14593,1457
14.1.64.0/22,14593,1767
14.1.68.0/24,14593,2595
14.1.69.0/24,14593,1537
14.1.70.0/24,14593,1536
14.1.71.0/24,14593,2622
14.1.76.0/24,14593,1426
14.1.77.0/24,14593,1537
14.1.78.0/23,14593,2608
14.1.80.0/24,14593,2622
14.1.81.0/24,14593,1425
14.1.82.0/23,14593,2608
14.1.84.0/22,14593,2608
14.1.88.0/24,14593,2622
14.1.89.0/24,14593,1536
14.1.90.0/24,14593,2622
14.1.91.0/24,14593,2608
14.1.92.0/24,14593,1767
14.1.93.0/24,14593,2581
143.131.0.0/24,14593,1433
143.131.1.0/24,14593,1430
143.131.10.0/24,14593,1418
143.131.11.0/24,14593,1446
143.131.12.0/24,14593,1396
143.131.13.0/24,14593,1457
143.131.14.0/24,14593,1411
143.131.15.0/24,14593,1396
143.131.2.0/24,14593,1754
143.131.3.0/24,14593,2592
143.131.4.0/24,14593,1394
143.131.5.0/24,14593,1431
143.131.6.0/24,14593,1411
143.131.7.0/24,14593,1438
143.131.8.0/24,14593,1396
143.131.9.0/24,14593,1394
145.224.104.0/22,14593,1459
145.224.108.0/24,14593,1442
145.224.109.0/24,14593,1407
145.224.110.0/23,14593,1407
145.224.112.0/21,14593,1459
145.224.120.0/22,14593,1459
145.224.124.0/22,14593,1418
145.224.64.0/21,14593,1414
145.224.72.0/21,14593,1459
145.224.80.0/24,14593,1415
145.224.81.0/24,14593,1441
145.224.82.0/23,14593,1459
145.224.84.0/24,14593,1478
145.224.85.0/24,14593,1442
145.224.86.0/24,14593,1459
145.224.87.0/24,14593,1459
145.224.88.0/22,14593,1415
145.224.92.0/24,14593,1415
145.224.93.0/24,14593,1459
145.224.94.0/24,14593,1407
145.224.95.0/24,14593,1459
145.224.96.0/21,14593,1459
148.222.128.0/23,14593,1446
148.222.130.0/23,14593,1456
148.222.132.0/23,14593,1456
148.222.134.0/24,14593,1446
148.222.135.0/24,14593,1457
148.222.192.0/23,14593,1444
148.222.194.0/23,14593,1456
148.222.196.0/24,14593,1464
148.222.197.0/24,14593,1444
148.222.198.0/23,14593,1460
148.222.200.0/24,14593,1460
148.222.201.0/24,14593,1463
148.222.202.0/23,14593,1455
148.222.204.0/23,14593,1456
148.222.206.0/23,14593,1444
148.222.208.0/23,14593,1436
148.222.210.0/23,14593,1444
148.222.212.0/23,14593,1462
148.222.214.0/23,14593,1454
148.222.216.0/24,14593,1443
148.222.217.0/24,14593,1454
149.19.108.0/23,14593,2887
149.19.160.0/24,14593,1461
149.19.161.0/24,14593,1465
149.19.162.0/24,14593,1460
149.19.163.0/24,14593,1461
149.19.164.0/22,14593,1446
149.19.168.0/23,14593,1455
149.19.170.0/24,14593,1403
149.19.171.0/24,14593,1403
149.19.172.0/23,14593,1445
149.19.174.0/24,14593,1461
149.19.175.0/24,14593,1446
162.43.192.0/22,14593,1459
164.152.165.0/24,14593,1404
169.150.16.0/24,14593,1400
169.150.17.0/24,14593,1399
169.150.18.0/24,14593,1430
169.155.224.0/21,14593,1459
169.155.232.0/24,14593,1459
169.155.233.0/24,14593,1418
169.155.234.0/23,14593,1417
169.155.236.0/23,14593,1417
169.155.238.0/23,14593,1414
169.155.240.0/23,14593,1459
169.155.242.0/23,14593,1414
169.155.244.0/22,14593,1415
169.155.248.0/22,14593,1418
169.155.252.0/22,14593,1414
170.203.192.0/23,14593,1457
170.203.194.0/24,14593,1426
170.203.195.0/24,14593,2608
170.203.196.0/23,14593,1437
170.203.198.0/24,14593,1442
170.203.199.0/24,14593,1459
170.203.200.0/21,14593,1430
170.203.208.0/21,14593,1431
170.203.216.0/23,14593,1431
170.203.218.0/23,14593,1431
170.203.220.0/23,14593,1430
170.203.222.0/24,14593,1459
170.203.223.0/24,14593,1459
170.203.64.0/24,14593,1418
170.203.65.0/24,14593,1431
170.203.66.0/24,14593,2587
170.203.67.0/24,14593,1394
170.203.68.0/24,14593,1461
170.203.69.0/24,14593,1400
170.203.70.0/24,14593,1394
170.203.71.0/24,14593,1402
170.203.72.0/24,14593,1394
170.203.73.0/24,14593,1459
170.203.74.0/24,14593,1459
170.203.75.0/24,14593,1415
170.203.76.0/24,14593,1403
170.203.77.0/24,14593,1418
170.203.78.0/24,14593,1418
170.203.79.0/24,14593,1459
170.203.80.0/24,14593,1457
170.203.81.0/24,14593,1446
170.203.82.0/24,14593,2623
170.203.83.0/24,14593,1426
170.203.84.0/24,14593,1465
170.203.85.0/24,14593,2421
170.203.86.0/24,14593,1431
170.203.87.0/24,14593,1400
170.203.88.0/24,14593,1418
170.203.89.0/24,14593,1457
170.203.90.0/24,14593,1402
170.203.91.0/24,14593,1400
170.203.92.0/24,14593,1431
170.203.93.0/24,14593,1403
170.203.94.0/24,14593,1418
170.203.95.0/24,14593,2623
173.250.200.0/24,14593,1400
173.250.208.0/24,14593,1397
173.250.209.0/24,14593,1400
173.250.210.0/24,14593,1423
173.250.211.0/24,14593,1405
173.250.212.0/24,14593,1425
173.250.213.0/24,14593,1403
173.250.214.0/24,14593,1415
173.250.215.0/24,14593,1402
173.250.216.0/24,14593,1459
173.250.217.0/24,14593,2610
173.250.218.0/24,14593,1457
173.250.219.0/24,14593,1400
173.250.220.0/24,14593,1431
173.250.221.0/24,14593,1442
173.250.222.0/24,14593,1397
173.250.223.0/24,14593,1459
176.116.124.0/23,14593,1417
179.60.168.0/22,14593,1436
179.60.172.0/24,14593,1445
179.60.173.0/24,14593,1455
179.60.174.0/23,14593,1456
188.92.248.0/22,14593,1459
188.92.252.0/23,14593,1417
188.92.254.0/24,14593,1442
188.92.255.0/24,14593,1442
188.95.144.0/23,14593,1459
198.54.103.0/24,14593,1473
200.189.16.0/23,14593,1465
200.189.18.0/24,14593,1461
200.189.19.0/24,14593,1397
200.189.20.0/23,14593,1456
200.189.22.0/24,14593,1457
200.189.23.0/24,14593,1453
200.189.24.0/23,14593,1446
200.189.26.0/23,14593,1460
200.189.28.0/23,14593,1445
200.189.30.0/24,14593,1457
200.189.31.0/24,14593,1457
203.17.80.0/24,14593,2594
203.17.81.0/24,14593,1458
203.17.82.0/24,14593,1458
203.17.83.0/24,14593,1429
203.17.84.0/24,14593,2618
203.17.85.0/24,14593,2620
203.17.86.0/24,14593,1429
203.17.87.0/24,14593,1537
205.174.157.0/24,14593,1429
206.214.224.0/24,14593,1525
206.214.225.0/24,14593,1473
206.214.226.0/24,14593,1487
206.214.227.0/24,14593,2689
206.214.228.0/24,14593,1421
206.214.229.0/24,14593,1399
206.214.239.0/24,14593,1430
206.224.64.0/20,14593,2874
206.224.64.0/21,14593,1458
206.224.80.0/23,14593,1430
206.224.80.0/24,14593,1430
206.224.81.0/24,14593,1430
206.224.82.0/23,14593,1410
206.224.82.0/24,14593,1410
206.224.83.0/24,14593,1410
206.224.84.0/23,14593,1398
206.224.84.0/24,14593,1398
206.224.85.0/24,14593,1398
206.224.86.0/23,14593,1399
206.224.86.0/24,14593,1399
206.224.87.0/24,14593,1399
206.224.88.0/23,14593,1393
206.224.88.0/24,14593,1393
206.224.89.0/24,14593,1393
206.224.90.0/23,14593,1388
206.224.90.0/24,14593,1434
206.224.91.0/24,14593,1433
206.224.92.0/24,14593,1388
206.224.95.0/24,14593,6
206.83.104.0/24,14593,1425
206.83.105.0/24,14593,2612
206.83.106.0/24,14593,1425
206.83.107.0/24,14593,2612
206.83.108.0/24,14593,1429
206.83.109.0/24,14593,1424
206.83.110.0/24,14593,1429
206.83.111.0/24,14593,2585
206.83.112.0/21,14593,2619
206.83.120.0/22,14593,2621
206.83.124.0/23,14593,1425
206.83.126.0/24,14593,1542
206.83.127.0/24,14593,1537
206.83.96.0/21,14593,2585
209.198.128.0/23,14593,1413
209.198.130.0/24,14593,1414
209.198.131.0/24,14593,1441
209.198.132.0/22,14593,1458
209.198.136.0/23,14593,1458
209.198.138.0/24,14593,1458
209.198.139.0/24,14593,1458
209.198.140.0/23,14593,1458
209.198.142.0/24,14593,1414
209.198.143.0/24,14593,1406
209.198.144.0/21,14593,1458
209.198.152.0/21,14593,1458
212.105.128.0/23,14593,1401
212.105.130.0/23,14593,1401
212.105.132.0/23,14593,1415
212.105.134.0/24,14593,1435
212.105.135.0/24,14593,1413
212.105.136.0/24,14593,1413
212.105.137.0/24,14593,1416
212.105.138.0/24,14593,1475
212.105.139.0/24,14593,1458
212.105.140.0/23,14593,1416
212.105.144.0/24,14593,1435
212.105.145.0/24,14593,1413
212.105.146.0/23,14593,1413
212.105.148.0/24,14593,1458
212.105.149.0/24,14593,1398
212.105.150.0/24,14593,1413
212.105.151.0/24,14593,1416
216.128.0.0/24,14593,1458
216.128.1.0/24,14593,1406
216.128.10.0/23,14593,1416
216.128.12.0/24,14593,1458
216.128.13.0/24,14593,1414
216.128.14.0/23,14593,1458
216.128.16.0/24,14593,1441
216.128.17.0/24,14593,1406
216.128.18.0/23,14593,1441
216.128.2.0/23,14593,1414
216.128.20.0/23,14593,1458
216.128.22.0/23,14593,1417
216.128.24.0/24,14593,1458
216.128.25.0/24,14593,1440
216.128.26.0/23,14593,1440
216.128.28.0/23,14593,1414
216.128.30.0/23,14593,1413
216.128.4.0/24,14593,1441
216.128.5.0/24,14593,1417
216.128.6.0/24,14593,1441
216.128.7.0/24,14593,1441
216.128.8.0/24,14593,1458
216.128.9.0/24,14593,1414
216.147.120.0/21,14593,1394
216.180.80.0/24,14593,1477
216.180.81.0/24,14593,1445
216.180.82.0/24,14593,1402
216.180.83.0/24,14593,2415
216.180.84.0/24,14593,1456
217.142.16.0/22,14593,1458
217.142.20.0/22,14593,1435
217.142.24.0/24,14593,1436
217.142.25.0/24,14593,1475
217.142.26.0/24,14593,1435
217.142.27.0/24,14593,1475
217.142.28.0/24,14593,1435
217.142.29.0/24,14593,1436
217.142.30.0/24,14593,1475
217.142.31.0/24,14593,1436
217.65.136.0/22,14593,1458
217.65.140.0/24,14593,1458
217.65.141.0/24,14593,1417
217.65.142.0/24,14593,1458
217.65.143.0/24,14593,1414
65.181.0.0/22,14593,2620
65.181.10.0/24,14593,2622
65.181.11.0/24,14593,2624
65.181.12.0/22,14593,2621
65.181.16.0/22,14593,1430
65.181.20.0/22,14593,2594
65.181.24.0/23,14593,1766
65.181.26.0/23,14593,2622
65.181.28.0/24,14593,1425
65.181.29.0/24,14593,1425
65.181.30.0/24,14593,2595
65.181.31.0/24,14593,2622
65.181.4.0/22,14593,1426
65.181.8.0/24,14593,1767
65.181.9.0/24,14593,1766
66.9.160.0/24,14593,2403
66.9.161.0/24,14593,1418
66.9.162.0/23,14593,1457
66.9.164.0/23,14593,1396
66.9.166.0/23,14593,1397
66.9.168.0/23,14593,1396
66.9.170.0/24,14593,1397
66.9.171.0/24,14593,1397
66.9.172.0/24,14593,1397
66.9.173.0/24,14593,1397
66.9.174.0/23,14593,1396
66.9.176.0/23,14593,1425
66.9.178.0/24,14593,1402
66.9.179.0/24,14593,1397
66.9.180.0/22,14593,1423
66.9.184.0/23,14593,1403
66.9.186.0/23,14593,1403
66.9.188.0/22,14593,1399
87.251.24.0/24,14593,1459
87.251.25.0/24,14593,1458
87.251.26.0/24,14593,1418
87.251.27.0/24,14593,1442
87.251.28.0/24,14593,1442
87.251.29.0/24,14593,1442
87.251.30.0/24,14593,1459
87.251.31.0/24,14593,1459
91.102.180.0/23,14593,1459
91.102.182.0/23,14593,1459
98.97.0.0/21,14593,1401
98.97.104.0/21,14593,1395
98.97.112.0/22,14593,1423
98.97.116.0/22,14593,1424
98.97.120.0/21,14593,1403
98.97.128.0/23,14593,1456
98.97.130.0/24,14593,1457
98.97.131.0/24,14593,1457
98.97.132.0/23,14593,1418
98.97.134.0/23,14593,1457
98.97.136.0/21,14593,1402
98.97.144.0/24,14593,1407
98.97.145.0/24,14593,2428
98.97.146.0/23,14593,1424
98.97.148.0/23,14593,1457
98.97.150.0/23,14593,1459
98.97.152.0/22,14593,1399
98.97.156.0/23,14593,1457
98.97.158.0/24,14593,1465
98.97.159.0/24,14593,2420
98.97.16.0/21,14593,1418
98.97.160.0/23,14593,1459
98.97.162.0/23,14593,2428
98.97.164.0/23,14593,1394
98.97.166.0/23,14593,1397
98.97.168.0/21,14593,1395
98.97.176.0/22,14593,2428
98.97.180.0/24,14593,1459
98.97.181.0/24,14593,2428
98.97.182.0/24,14593,2428
98.97.183.0/24,14593,2428
98.97.184.0/24,14593,1399
98.97.185.0/24,14593,1459
98.97.186.0/23,14593,1397
98.97.188.0/23,14593,1424
98.97.190.0/23,14593,1402
98.97.24.0/21,14593,1406
98.97.32.0/21,14593,1431
98.97.40.0/21,14593,1432
98.97.48.0/24,14593,1397
98.97.49.0/24,14593,1397
98.97.50.0/24,14593,1397
98.97.51.0/24,14593,1396
98.97.52.0/24,14593,1396
98.97.53.0/24,14593,1396
98.97.54.0/24,14593,1397
98.97.55.0/24,14593,1457
98.97.56.0/21,14593,1403
98.97.64.0/21,14593,1432
98.97.72.0/24,14593,1418
98.97.73.0/24,14593,1434
98.97.74.0/24,14593,1425
98.97.75.0/24,14593,2420
98.97.76.0/24,14593,1397
98.97.77.0/24,14593,2420
98.97.78.0/23,14593,2417
98.97.8.0/21,14593,1401
98.97.80.0/21,14593,1402
98.97.88.0/21,14593,1403
98.97.96.0/21,14593,1431
2406:2d40:2000::/38,14593,2639
2406:2d40:3000::/38,14593,2479
2406:2d40:3400::/38,14593,2479
2406:2d40:4000::/38,14593,2560
2406:2d40:4400::/38,14593,2561
2406:2d40:4c00::/38,14593,2561
2406:2d40:5000::/38,14593,1666
2406:2d40:5400::/38,14593,2583
2406:2d40:6000::/38,14593,2500
2406:2d40:7000::/38,14593,2530
2406:2d40:7400::/38,14593,2530
2406:2d40:8000::/38,14593,2498
2406:2d40:8400::/38,14593,2500
2406:2d40:9000::/38,14593,2558
2406:2d40:9400::/38,14593,2470
2406:2d40:c000::/38,14593,2547
2605:59c0:1000::/38,14593,1623
2605:59c0:1400::/38,14593,1623
2605:59c0:2000::/38,14593,1625
2605:59c0:3000::/38,14593,1652
2605:59c0:4000::/38,14593,1649
2605:59c0:400::/38,14593,1624
2605:59c0:5005::/48,14593,1614
2605:59c0:5006::/48,14593,1619
2605:59c0:500a::/48,14593,1619
2605:59c0:500c::/48,14593,1647
2605:59c0:500d::/48,14593,1635
2605:59c0:5013::/48,14593,2558
2605:59c0:5015::/48,14593,1611
2605:59c0:5016::/48,14593,2482
2605:59c0:5017::/48,14593,1626
2605:59c0:5019::/48,14593,2528
2605:59c0:501a::/48,14593,2045
2605:59c0:501f::/48,14593,1616
2605:59c0:5023::/48,14593,1642
2605:59c0:5027::/48,14593,1376
2605:59c0:5028::/48,14593,2500
2605:59c0:5029::/48,14593,1615
2605:59c0::/38,14593,1624
2605:59c7:2001::/48,14593,1643
2605:59c7:9000::/48,14593,1614
2605:59c7:9006::/48,14593,1615
2605:59c7:900a::/48,14593,1615
2605:59c7:f000::/42,14593,1648
2605:59c7:f000::/47,14593,1591
2605:59c7:f001::/48,14593,1643
2605:59c7:f002::/48,14593,1643
2605:59c7:f003::/48,14593,1624
2605:59c7:f004::/48,14593,1612
2605:59c7:f005::/48,14593,1613
2605:59c7:f0c0::/48,14593,1614
2605:59c8:1000::/38,14593,1626
2605:59c8:1400::/38,14593,1626
2605:59c8:1800::/38,14593,1626
2605:59c8:2000::/38,14593,1629
2605:59c8:2400::/38,14593,1629
2605:59c8:2800::/38,14593,1629
2605:59c8:2c00::/38,14593,1629
2605:59c8:3000::/38,14593,1618
2605:59c8:3400::/38,14593,1618
2605:59c8:4000::/38,14593,1626
2605:59c8:400::/38,14593,1651
2605:59c8:4400::/38,14593,1626
2605:59c8:5000::/38,14593,1620
2605:59c8:6000::/38,14593,1615
2605:59c8:6400::/38,14593,1615
2605:59c8:6800::/38,14593,1615
2605:59c8:7000::/38,14593,1655
2605:59c8:7400::/38,14593,1655
2605:59c8:8000::/40,14593,1609
2605:59c8:800::/38,14593,1651
2605:59c8::/38,14593,1651
2605:59c9:1000::/38,14593,1672
2605:59c9:400::/38,14593,1599
2605:59c9::/36,14593,1595
2605:59c9::/38,14593,1601
2605:59ca:1000::/38,14593,1637
2605:59ca:1400::/38,14593,1636
2605:59ca::/36,14593,1596
2605:59ca::/38,14593,1614
2620:134:b0ff::/48,14593,2724
2803:9810:2000::/48,14593,1643
2803:9810:3000::/38,14593,1654
2803:9810:4000::/38,14593,1651
2803:9810:4400::/38,14593,1651
2803:9810:4800::/38,14593,1650
2803:9810:5000::/38,14593,1659
2803:9810:5400::/38,14593,1659
2803:9810:6000::/38,14593,1641
2803:9810:7000::/38,14593,1641
2803:9810:8000::/38,14593,1656
2803:9810:9000::/38,14593,1656
2803:9810:a000::/38,14593,1623
2803:9810:a400::/38,14593,1623
2803:9810:b000::/38,14593,1649
2803:9810:b400::/38,14593,1649
2a0d:3340:f000::/38,14593,2442
2a0d:3340:f400::/38,14593,1631
2a0d:3341:b000::/38,14593,1670
2a0d:3341:c000::/38,14593,2444
2a0d:3341:c400::/38,14593,1622
2a0d:3344:1000::/38,14593,1669
2a0d:3344:1400::/38,14593,1669
2a0d:3344:1800::/38,14593,1669
2a0d:3344:1c00::/38,14593,1669
2a0d:3344:2000::/38,14593,1619
2a0d:3344:2400::/38,14593,1619
2a0d:3344:3000::/38,14593,1630
2a0d:3344:3400::/38,14593,1630
2a0d:3344:3800::/38,14593,1630
2a0d:3344:400::/38,14593,1618
2a0d:3344:800::/38,14593,1618
2a0d:3344::/38,14593,1618
2a0d:3344:c00::/38,14593,1618
2c0f:2a80:1000::/38,14593,1670
2c0f:2a80:1400::/38,14593,1670
2c0f:2a80:2000::/38,14593,1669
2c0f:2a80:2400::/38,14593,2508
2c0f:2a80:400::/38,14593,2559
2c0f:2a80:800::/38,14593,2558
2c0f:2a80::/38,14593,2558
103.228.240.0/22,45700,1484
116.254.96.0/23,45700,1483
116.254.98.0/23,45700,1484
119.11.204.0/23,45700,1484
119.11.204.0/24,45700,1472
119.11.205.0/24,45700,1473
202.125.100.0/24,45700,1481
202.125.101.0/24,45700,1472
27.131.248.0/23,45700,1484
27.131.250.0/24,45700,1484
27.131.251.0/24,45700,1473
