CIDR,ASN,Hits
135.129.15.0/24,14593,1421
135.129.16.0/24,14593,1423
135.129.17.0/24,14593,1423
135.129.18.0/24,14593,1352
135.129.19.0/24,14593,1380
135.129.2.0/24,14593,2587
135.129.20.0/24,14593,1423
135.129.21.0/24,14593,1423
135.129.22.0/24,14593,1423
135.129.23.0/24,14593,1424
135.129.24.0/24,14593,1426
135.129.240.0/24,14593,1319
135.129.244.0/24,14593,1349
135.129.248.0/24,14593,1321
135.129.249.0/24,14593,1321
135.129.25.0/24,14593,1421
135.129.250.0/24,14593,1331
135.129.251.0/24,14593,1331
135.129.252.0/24,14593,1347
135.129.253.0/24,14593,1349
135.129.254.0/24,14593,1330
135.129.26.0/24,14593,1423
135.129.27.0/24,14593,1425
135.129.28.0/24,14593,1424
135.129.29.0/24,14593,2582
135.129.3.0/24,14593,1425
135.129.30.0/24,14593,2592
135.129.31.0/24,14593,1383
135.129.32.0/24,14593,1422
135.129.33.0/24,14593,2587
135.129.34.0/24,14593,1425
135.129.36.0/24,14593,1462
135.129.37.0/24,14593,1474
135.129.38.0/24,14593,1462
135.129.39.0/24,14593,2310
135.129.4.0/24,14593,2581
135.129.40.0/24,14593,1421
135.129.41.0/24,14593,1425
135.129.42.0/24,14593,1455
135.129.43.0/24,14593,2587
135.129.44.0/24,14593,1380
135.129.45.0/24,14593,2593
135.129.46.0/24,14593,1425
135.129.47.0/24,14593,2587
135.129.48.0/24,14593,1474
135.129.49.0/24,14593,1455
135.129.5.0/24,14593,2582
135.129.50.0/24,14593,1461
135.129.51.0/24,14593,1380
135.129.52.0/24,14593,2310
135.129.53.0/24,14593,1383
135.129.54.0/24,14593,1364
135.129.55.0/24,14593,1364
135.129.56.0/24,14593,1368
135.129.57.0/24,14593,1421
135.129.58.0/24,14593,1425
135.129.59.0/24,14593,1352
135.129.6.0/24,14593,1422
135.129.60.0/24,14593,1471
135.129.61.0/24,14593,1423
135.129.62.0/24,14593,1424
135.129.63.0/24,14593,1422
135.129.7.0/24,14593,1364
135.129.8.0/24,14593,1471
135.129.9.0/24,14593,1461
137.83.112.0/24,14593,1420
137.83.113.0/24,14593,1467
137.83.114.0/24,14593,2581
137.83.116.0/24,14593,1356
137.83.117.0/24,14593,1383
137.83.118.0/24,14593,1340
137.83.121.0/24,14593,2308
137.83.122.0/24,14593,2310
137.83.123.0/24,14593,1441
137.83.124.0/24,14593,1441
137.83.125.0/24,14593,1731
137.83.126.0/24,14593,1673
138.84.32.0/22,14593,1372
138.84.36.0/24,14593,1315
138.84.37.0/24,14593,1373
138.84.38.0/23,14593,1375
138.84.40.0/23,14593,1377
138.84.42.0/24,14593,1365
138.84.43.0/24,14593,1375
138.84.44.0/23,14593,1372
138.84.46.0/24,14593,1377
138.84.47.0/24,14593,1373
138.84.48.0/23,14593,1377
138.84.50.0/24,14593,1375
138.84.51.0/24,14593,1366
138.84.52.0/24,14593,1371
138.84.53.0/24,14593,1377
138.84.54.0/23,14593,1372
138.84.56.0/24,14593,1372
138.84.57.0/24,14593,1316
138.84.58.0/24,14593,1365
138.84.59.0/24,14593,1371
138.84.60.0/24,14593,1372
138.84.61.0/24,14593,1323
138.84.62.0/23,14593,1372
14.1.64.0/22,14593,1687
14.1.68.0/24,14593,2466
14.1.69.0/24,14593,1454
14.1.70.0/24,14593,1454
14.1.71.0/24,14593,2493
14.1.76.0/24,14593,1346
14.1.77.0/24,14593,1455
14.1.78.0/23,14593,2479
14.1.80.0/24,14593,2493
14.1.81.0/24,14593,1345
14.1.82.0/23,14593,2479
14.1.84.0/22,14593,2479
14.1.88.0/24,14593,2493
14.1.89.0/24,14593,1454
14.1.90.0/24,14593,2493
14.1.91.0/24,14593,2479
14.1.92.0/24,14593,1687
14.1.93.0/24,14593,2452
143.131.0.0/24,14593,1350
143.131.1.0/24,14593,1350
143.131.10.0/24,14593,1337
143.131.11.0/24,14593,1366
143.131.12.0/24,14593,1317
143.131.13.0/24,14593,1373
143.131.14.0/24,14593,1330
143.131.15.0/24,14593,1315
143.131.2.0/24,14593,1676
143.131.3.0/24,14593,2465
143.131.4.0/24,14593,1314
143.131.5.0/24,14593,1349
143.131.6.0/24,14593,1330
143.131.7.0/24,14593,1358
143.131.8.0/24,14593,1316
143.131.9.0/24,14593,1314
145.224.104.0/22,14593,1376
145.224.108.0/24,14593,1362
145.224.109.0/24,14593,1328
145.224.110.0/23,14593,1328
145.224.112.0/21,14593,1376
145.224.120.0/22,14593,1376
145.224.124.0/22,14593,1339
145.224.64.0/21,14593,1333
145.224.72.0/21,14593,1376
145.224.80.0/24,14593,1334
145.224.81.0/24,14593,1362
145.224.82.0/23,14593,1376
145.224.84.0/24,14593,1394
145.224.85.0/24,14593,1362
145.224.86.0/24,14593,1376
145.224.87.0/24,14593,1376
145.224.88.0/22,14593,1334
145.224.92.0/24,14593,1334
145.224.93.0/24,14593,1376
145.224.94.0/24,14593,1328
145.224.95.0/24,14593,1376
145.224.96.0/21,14593,1376
148.222.128.0/23,14593,1366
148.222.130.0/23,14593,1372
148.222.132.0/23,14593,1373
148.222.134.0/24,14593,1366
148.222.135.0/24,14593,1373
148.222.192.0/23,14593,1363
148.222.194.0/23,14593,1371
148.222.196.0/24,14593,1374
148.222.197.0/24,14593,1364
148.222.198.0/23,14593,1376
148.222.200.0/24,14593,1376
148.222.201.0/24,14593,1374
148.222.202.0/23,14593,1371
148.222.204.0/23,14593,1372
148.222.206.0/23,14593,1364
148.222.208.0/23,14593,1356
148.222.210.0/23,14593,1364
148.222.212.0/23,14593,1378
148.222.214.0/23,14593,1370
148.222.216.0/24,14593,1363
148.222.217.0/24,14593,1370
149.19.108.0/23,14593,2757
149.19.160.0/24,14593,1377
149.19.161.0/24,14593,1375
149.19.162.0/24,14593,1377
149.19.163.0/24,14593,1377
149.19.164.0/22,14593,1365
149.19.168.0/23,14593,1372
149.19.170.0/24,14593,1321
149.19.171.0/24,14593,1321
149.19.172.0/23,14593,1365
149.19.174.0/24,14593,1377
149.19.175.0/24,14593,1366
162.43.192.0/22,14593,1376
164.152.165.0/24,14593,1324
169.150.16.0/24,14593,1321
169.150.17.0/24,14593,1317
169.150.18.0/24,14593,1348
169.155.224.0/21,14593,1376
169.155.232.0/24,14593,1376
169.155.233.0/24,14593,1339
169.155.234.0/23,14593,1338
169.155.236.0/23,14593,1338
169.155.238.0/23,14593,1333
169.155.240.0/23,14593,1376
169.155.242.0/23,14593,1333
169.155.244.0/22,14593,1334
169.155.248.0/22,14593,1339
169.155.252.0/22,14593,1333
170.203.192.0/23,14593,1373
170.203.194.0/24,14593,1346
170.203.195.0/24,14593,2479
170.203.196.0/23,14593,1358
170.203.198.0/24,14593,1362
170.203.199.0/24,14593,1376
170.203.200.0/21,14593,1349
170.203.208.0/21,14593,1350
170.203.216.0/23,14593,1349
170.203.218.0/23,14593,1349
170.203.220.0/23,14593,1348
170.203.222.0/24,14593,1376
170.203.223.0/24,14593,1376
170.203.64.0/24,14593,1339
170.203.65.0/24,14593,1349
170.203.66.0/24,14593,2460
170.203.67.0/24,14593,1314
170.203.68.0/24,14593,1377
170.203.69.0/24,14593,1321
170.203.70.0/24,14593,1314
170.203.71.0/24,14593,1323
170.203.72.0/24,14593,1314
170.203.73.0/24,14593,1376
170.203.74.0/24,14593,1377
170.203.75.0/24,14593,1334
170.203.76.0/24,14593,1321
170.203.77.0/24,14593,1339
170.203.78.0/24,14593,1337
170.203.79.0/24,14593,1376
170.203.80.0/24,14593,1373
170.203.81.0/24,14593,1366
170.203.82.0/24,14593,2494
170.203.83.0/24,14593,1346
170.203.84.0/24,14593,1375
170.203.85.0/24,14593,2295
170.203.86.0/24,14593,1349
170.203.87.0/24,14593,1321
170.203.88.0/24,14593,1337
170.203.89.0/24,14593,1373
170.203.90.0/24,14593,1323
170.203.91.0/24,14593,1321
170.203.92.0/24,14593,1349
170.203.93.0/24,14593,1321
170.203.94.0/24,14593,1337
170.203.95.0/24,14593,2494
173.250.200.0/24,14593,1319
173.250.208.0/24,14593,1316
173.250.209.0/24,14593,1321
173.250.210.0/24,14593,1342
173.250.211.0/24,14593,1325
173.250.212.0/24,14593,1344
173.250.213.0/24,14593,1321
173.250.214.0/24,14593,1334
173.250.215.0/24,14593,1323
173.250.216.0/24,14593,1376
173.250.217.0/24,14593,2481
173.250.218.0/24,14593,1372
173.250.219.0/24,14593,1321
173.250.220.0/24,14593,1349
173.250.221.0/24,14593,1362
173.250.222.0/24,14593,1316
173.250.223.0/24,14593,1376
176.116.124.0/23,14593,1338
179.60.168.0/22,14593,1356
179.60.172.0/24,14593,1365
179.60.173.0/24,14593,1372
179.60.174.0/23,14593,1372
188.92.248.0/22,14593,1376
188.92.252.0/23,14593,1338
188.92.254.0/24,14593,1362
188.92.255.0/24,14593,1362
188.95.144.0/23,14593,1376
198.54.103.0/24,14593,1388
200.189.16.0/23,14593,1375
200.189.18.0/24,14593,1377
200.189.19.0/24,14593,1316
200.189.20.0/23,14593,1373
200.189.22.0/24,14593,1372
200.189.23.0/24,14593,1369
200.189.24.0/23,14593,1366
200.189.26.0/23,14593,1376
200.189.28.0/23,14593,1365
200.189.30.0/24,14593,1373
200.189.31.0/24,14593,1373
203.17.80.0/24,14593,2465
203.17.81.0/24,14593,1376
203.17.82.0/24,14593,1376
203.17.83.0/24,14593,1350
203.17.84.0/24,14593,2490
203.17.85.0/24,14593,2492
203.17.86.0/24,14593,1350
203.17.87.0/24,14593,1455
205.174.156.0/24,14593,1363
205.174.157.0/24,14593,1348
206.214.224.0/24,14593,1440
206.214.225.0/24,14593,1394
206.214.226.0/24,14593,1407
206.214.227.0/24,14593,2562
206.214.228.0/24,14593,1342
206.214.229.0/24,14593,1321
206.214.239.0/24,14593,1349
206.224.64.0/20,14593,2745
206.224.64.0/21,14593,1374
206.224.80.0/23,14593,1349
206.224.80.0/24,14593,1349
206.224.81.0/24,14593,1349
206.224.82.0/23,14593,1331
206.224.82.0/24,14593,1331
206.224.83.0/24,14593,1331
206.224.84.0/23,14593,1317
206.224.84.0/24,14593,1317
206.224.85.0/24,14593,1317
206.224.86.0/23,14593,1321
206.224.86.0/24,14593,1321
206.224.87.0/24,14593,1321
206.224.88.0/23,14593,1314
206.224.88.0/24,14593,1314
206.224.89.0/24,14593,1314
206.224.90.0/23,14593,1310
206.224.90.0/24,14593,1352
206.224.91.0/24,14593,1351
206.224.92.0/24,14593,1310
206.224.95.0/24,14593,6
206.83.104.0/24,14593,1346
206.83.105.0/24,14593,2483
206.83.106.0/24,14593,1346
206.83.107.0/24,14593,2483
206.83.108.0/24,14593,1350
206.83.109.0/24,14593,1345
206.83.110.0/24,14593,1350
206.83.111.0/24,14593,2456
206.83.112.0/21,14593,2492
206.83.120.0/22,14593,2492
206.83.124.0/23,14593,1346
206.83.126.0/24,14593,1460
206.83.127.0/24,14593,1455
206.83.96.0/21,14593,2458
209.198.128.0/23,14593,1333
209.198.130.0/24,14593,1334
209.198.131.0/24,14593,1362
209.198.132.0/22,14593,1376
209.198.136.0/23,14593,1376
209.198.138.0/24,14593,1376
209.198.139.0/24,14593,1376
209.198.140.0/23,14593,1376
209.198.142.0/24,14593,1334
209.198.143.0/24,14593,1328
209.198.144.0/21,14593,1376
209.198.152.0/21,14593,1376
212.105.128.0/23,14593,1323
212.105.130.0/23,14593,1323
212.105.132.0/23,14593,1338
212.105.134.0/24,14593,1357
212.105.135.0/24,14593,1333
212.105.136.0/24,14593,1333
212.105.137.0/24,14593,1338
212.105.138.0/24,14593,1392
212.105.139.0/24,14593,1376
212.105.140.0/23,14593,1338
212.105.144.0/24,14593,1357
212.105.145.0/24,14593,1333
212.105.146.0/23,14593,1333
212.105.148.0/24,14593,1376
212.105.149.0/24,14593,1321
212.105.150.0/24,14593,1333
212.105.151.0/24,14593,1338
216.128.0.0/24,14593,1376
216.128.1.0/24,14593,1328
216.128.10.0/23,14593,1338
216.128.12.0/24,14593,1376
216.128.13.0/24,14593,1334
216.128.14.0/23,14593,1376
216.128.16.0/24,14593,1362
216.128.17.0/24,14593,1328
216.128.18.0/23,14593,1362
216.128.2.0/23,14593,1334
216.128.20.0/23,14593,1376
216.128.22.0/23,14593,1339
216.128.24.0/24,14593,1376
216.128.25.0/24,14593,1361
216.128.26.0/23,14593,1361
216.128.28.0/23,14593,1334
216.128.30.0/23,14593,1333
216.128.4.0/24,14593,1362
216.128.5.0/24,14593,1339
216.128.6.0/24,14593,1362
216.128.7.0/24,14593,1362
216.128.8.0/24,14593,1376
216.128.9.0/24,14593,1334
216.147.120.0/21,14593,1315
216.180.80.0/24,14593,1394
216.180.81.0/24,14593,1366
216.180.82.0/24,14593,1324
216.180.83.0/24,14593,2290
216.180.84.0/24,14593,1373
217.142.16.0/22,14593,1376
217.142.20.0/22,14593,1357
217.142.24.0/24,14593,1358
217.142.25.0/24,14593,1392
217.142.26.0/24,14593,1357
217.142.27.0/24,14593,1392
217.142.28.0/24,14593,1357
217.142.29.0/24,14593,1358
217.142.30.0/24,14593,1392
217.142.31.0/24,14593,1358
217.65.136.0/22,14593,1376
217.65.140.0/24,14593,1376
217.65.141.0/24,14593,1339
217.65.142.0/24,14593,1376
217.65.143.0/24,14593,1334
65.181.0.0/22,14593,2492
65.181.10.0/24,14593,2493
65.181.11.0/24,14593,2495
65.181.12.0/22,14593,2493
65.181.16.0/22,14593,1350
65.181.20.0/22,14593,2465
65.181.24.0/23,14593,1687
65.181.26.0/23,14593,2493
65.181.28.0/24,14593,1345
65.181.29.0/24,14593,1345
65.181.30.0/24,14593,2466
65.181.31.0/24,14593,2493
65.181.4.0/22,14593,1346
65.181.8.0/24,14593,1687
65.181.9.0/24,14593,1687
66.9.160.0/24,14593,2277
66.9.161.0/24,14593,1339
66.9.162.0/23,14593,1372
66.9.164.0/23,14593,1315
66.9.166.0/23,14593,1316
66.9.168.0/23,14593,1315
66.9.170.0/24,14593,1316
66.9.171.0/24,14593,1316
66.9.172.0/24,14593,1315
66.9.173.0/24,14593,1316
66.9.174.0/23,14593,1316
66.9.176.0/23,14593,1344
66.9.178.0/24,14593,1323
66.9.179.0/24,14593,1316
66.9.180.0/22,14593,1342
66.9.184.0/23,14593,1321
66.9.186.0/23,14593,1321
66.9.188.0/22,14593,1320
87.251.24.0/24,14593,1376
87.251.25.0/24,14593,1376
87.251.26.0/24,14593,1337
87.251.27.0/24,14593,1362
87.251.28.0/24,14593,1362
87.251.29.0/24,14593,1362
87.251.30.0/24,14593,1376
87.251.31.0/24,14593,1376
91.102.180.0/23,14593,1376
91.102.182.0/23,14593,1376
98.97.0.0/21,14593,1322
98.97.104.0/21,14593,1315
98.97.112.0/22,14593,1342
98.97.116.0/22,14593,1343
98.97.120.0/21,14593,1321
98.97.128.0/23,14593,1372
98.97.130.0/24,14593,1372
98.97.131.0/24,14593,1372
98.97.132.0/23,14593,1339
98.97.134.0/23,14593,1372
98.97.136.0/21,14593,1321
98.97.144.0/24,14593,1328
98.97.145.0/24,14593,2299
98.97.146.0/23,14593,1342
98.97.148.0/23,14593,1372
98.97.150.0/23,14593,1376
98.97.152.0/22,14593,1320
98.97.156.0/23,14593,1372
98.97.158.0/24,14593,1375
98.97.159.0/24,14593,2294
98.97.16.0/21,14593,1337
98.97.160.0/23,14593,1376
98.97.162.0/23,14593,2299
98.97.164.0/23,14593,1314
98.97.166.0/23,14593,1316
98.97.168.0/21,14593,1315
98.97.176.0/22,14593,2299
98.97.180.0/24,14593,1376
98.97.181.0/24,14593,2299
98.97.182.0/24,14593,2299
98.97.183.0/24,14593,2299
98.97.184.0/24,14593,1318
98.97.185.0/24,14593,1376
98.97.186.0/23,14593,1316
98.97.188.0/23,14593,1344
98.97.190.0/23,14593,1323
98.97.24.0/21,14593,1326
98.97.32.0/21,14593,1350
98.97.40.0/21,14593,1350
98.97.48.0/24,14593,1316
98.97.49.0/24,14593,1316
98.97.50.0/24,14593,1316
98.97.51.0/24,14593,1315
98.97.52.0/24,14593,1315
98.97.53.0/24,14593,1316
98.97.54.0/24,14593,1316
98.97.55.0/24,14593,1372
98.97.56.0/21,14593,1321
98.97.64.0/21,14593,1350
98.97.72.0/24,14593,1339
98.97.73.0/24,14593,1351
98.97.74.0/24,14593,1345
98.97.75.0/24,14593,2294
98.97.76.0/24,14593,1316
98.97.77.0/24,14593,2294
98.97.78.0/23,14593,2291
98.97.8.0/21,14593,1322
98.97.80.0/21,14593,1324
98.97.88.0/21,14593,1324
98.97.96.0/21,14593,1350
2406:2d40:2000::/38,14593,2543
2406:2d40:3000::/38,14593,2387
2406:2d40:3400::/38,14593,2387
2406:2d40:4000::/38,14593,2469
2406:2d40:4400::/38,14593,2470
2406:2d40:4c00::/38,14593,2470
2406:2d40:5000::/38,14593,1591
2406:2d40:5400::/38,14593,2491
2406:2d40:6000::/38,14593,2409
2406:2d40:7000::/38,14593,2438
2406:2d40:7400::/38,14593,2438
2406:2d40:8000::/38,14593,2407
2406:2d40:8400::/38,14593,2409
2406:2d40:9000::/38,14593,2460
2406:2d40:9400::/38,14593,2377
2406:2d40:c000::/38,14593,2460
2605:59c0:1000::/38,14593,1546
2605:59c0:1400::/38,14593,1546
2605:59c0:2000::/38,14593,1551
2605:59c0:3000::/38,14593,1575
2605:59c0:4000::/38,14593,1572
2605:59c0:400::/38,14593,1548
2605:59c0:5005::/48,14593,1544
2605:59c0:5006::/48,14593,1547
2605:59c0:500a::/48,14593,1547
2605:59c0:500c::/48,14593,1574
2605:59c0:500d::/48,14593,1562
2605:59c0:5013::/48,14593,2469
2605:59c0:5015::/48,14593,1538
2605:59c0:5016::/48,14593,2391
2605:59c0:5017::/48,14593,1557
2605:59c0:5019::/48,14593,2438
2605:59c0:501a::/48,14593,1973
2605:59c0:501f::/48,14593,1543
2605:59c0:5023::/48,14593,1568
2605:59c0:5027::/48,14593,1310
2605:59c0:5028::/48,14593,2417
2605:59c0:5029::/48,14593,1543
2605:59c0::/38,14593,1548
2605:59c7:2001::/48,14593,1570
2605:59c7:9000::/48,14593,1543
2605:59c7:9006::/48,14593,1541
2605:59c7:900a::/48,14593,1541
2605:59c7:f000::/42,14593,1573
2605:59c7:f000::/47,14593,1529
2605:59c7:f000::/48,14593,1626
2605:59c7:f001::/48,14593,1570
2605:59c7:f002::/48,14593,1570
2605:59c7:f003::/48,14593,1552
2605:59c7:f004::/48,14593,1539
2605:59c7:f005::/48,14593,1537
2605:59c7:f0c0::/48,14593,1543
2605:59c8:1000::/38,14593,1551
2605:59c8:1400::/38,14593,1551
2605:59c8:1800::/38,14593,1551
2605:59c8:2000::/38,14593,1556
2605:59c8:2400::/38,14593,1556
2605:59c8:2800::/38,14593,1556
2605:59c8:2c00::/38,14593,1556
2605:59c8:3000::/38,14593,1546
2605:59c8:3400::/38,14593,1546
2605:59c8:4000::/38,14593,1551
2605:59c8:400::/38,14593,1576
2605:59c8:4400::/38,14593,1551
2605:59c8:5000::/38,14593,1545
2605:59c8:6000::/38,14593,1542
2605:59c8:6400::/38,14593,1542
2605:59c8:6800::/38,14593,1542
2605:59c8:7000::/38,14593,1580
2605:59c8:7400::/38,14593,1579
2605:59c8:8000::/40,14593,1537
2605:59c8:800::/38,14593,1576
2605:59c8::/38,14593,1576
2605:59c9:1000::/38,14593,1595
2605:59c9:400::/38,14593,1528
2605:59c9::/36,14593,1524
2605:59c9::/38,14593,1527
2605:59ca:1000::/38,14593,1560
2605:59ca:1400::/38,14593,1559
2605:59ca::/36,14593,1525
2605:59ca::/38,14593,1541
2620:134:b0ff::/48,14593,2624
2803:9810:2000::/48,14593,1570
2803:9810:3000::/38,14593,1579
2803:9810:4000::/38,14593,1576
2803:9810:4400::/38,14593,1576
2803:9810:4800::/38,14593,1575
2803:9810:5000::/38,14593,1582
2803:9810:5400::/38,14593,1582
2803:9810:6000::/38,14593,1568
2803:9810:7000::/38,14593,1566
2803:9810:8000::/38,14593,1581
2803:9810:9000::/38,14593,1581
2803:9810:a000::/38,14593,1546
2803:9810:a400::/38,14593,1546
2803:9810:b000::/38,14593,1573
2803:9810:b400::/38,14593,1573
2a0d:3340:f000::/38,14593,2351
2a0d:3340:f400::/38,14593,1556
2a0d:3341:b000::/38,14593,1593
2a0d:3341:c000::/38,14593,2354
2a0d:3341:c400::/38,14593,1548
2a0d:3344:1000::/38,14593,1592
2a0d:3344:1400::/38,14593,1592
2a0d:3344:1800::/38,14593,1592
2a0d:3344:1c00::/38,14593,1592
2a0d:3344:2000::/38,14593,1549
2a0d:3344:2400::/38,14593,1549
2a0d:3344:3000::/38,14593,1556
2a0d:3344:3400::/38,14593,1556
2a0d:3344:3800::/38,14593,1556
2a0d:3344:400::/38,14593,1543
2a0d:3344:800::/38,14593,1543
2a0d:3344::/38,14593,1543
2a0d:3344:c00::/38,14593,1543
2c0f:2a80:1000::/38,14593,1594
2c0f:2a80:1400::/38,14593,1594
2c0f:2a80:2000::/38,14593,1592
2c0f:2a80:2400::/38,14593,2423
2c0f:2a80:400::/38,14593,2470
2c0f:2a80:800::/38,14593,2469
2c0f:2a80::/38,14593,2469
103.228.240.0/22,45700,1402
116.254.96.0/23,45700,1402
116.254.98.0/23,45700,1402
119.11.204.0/23,45700,1402
119.11.204.0/24,45700,1391
119.11.205.0/24,45700,1391
202.125.100.0/24,45700,1400
202.125.101.0/24,45700,1390
27.131.248.0/23,45700,1402
27.131.250.0/24,45700,1402
27.131.251.0/24,45700,1391
